id,data,competencia,responsavel,descricao,valor,categoria,subcategoria,tipo,observacao
250,11/11/2023,11.2023,Thais,Cafe,"R$ 28,90",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
251,12/11/2023,11.2023,Rafa,Aluguel,"R$ 710,34",Moradia,Aluguel,OPEX,
252,13/11/2023,11.2023,Rafa,Internet,"R$ 79,90",Moradia,Internet,OPEX,
253,14/11/2023,11.2023,Rafa,boleto AP1 ago/36,"R$ 593,81",Investimento,AP315,INVESTIMENTO,
254,15/11/2023,11.2023,Rafa,boleto AP2 ago/36,"R$ 419,29",Investimento,AP315,INVESTIMENTO,
255,16/11/2023,11.2023,Rafa,boleto AP3 ago/36,"R$ 267,38",Investimento,AP315,INVESTIMENTO,
256,17/11/2023,11.2023,Rafa,Habbibs,"R$ 22,90",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
257,18/11/2023,11.2023,Rafa,OCV Ferragem,"R$ 187,00",Moradia,Manutencao_Reparos,OPEX,
258,19/11/2023,11.2023,Rafa,Faxina,"R$ 200,00",Moradia,Faxina,OPEX,
259,05/12/2023,12.2023,Rafa,boleto AP1 set/36,"R$ 419,71",Investimento,AP315,INVESTIMENTO,
260,06/12/2023,12.2023,Rafa,boleto AP2 set/36,"R$ 267,65",Investimento,AP315,INVESTIMENTO,
261,07/12/2023,12.2023,Rafa,boleto AP3 set/36,"R$ 594,41",Investimento,AP315,INVESTIMENTO,
262,08/12/2023,12.2023,Rafa,Kabum Alexa Natal,"R$ 320,64",Moradia,Moveis_Eletros,CAPEX,
263,09/12/2023,12.2023,Rafa,Racao Gordo,"R$ 180,00",Pet,Pet,OPEX,
264,10/12/2023,12.2023,Rafa,Aluguel,"R$ 635,73",Moradia,Aluguel,OPEX,
265,11/12/2023,12.2023,Rafa,Internet,,Moradia,Internet,OPEX,
266,12/12/2023,12.2023,Rafa,Faxina 2x,"R$ 200,00",Moradia,Faxina,OPEX,
267,13/12/2023,12.2023,Thais,Amazon Prime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
268,14/12/2023,12.2023,Thais,Manutencao Etios 1/4,"R$ 423,50",Transporte,Manutencao_Reparos,OPEX,
269,15/12/2023,12.2023,Thais,Luz,"R$ 141,67",Moradia,Luz,OPEX,
270,16/12/2023,12.2023,Thais,Juros Obra,"R$ 604,04",Investimento,AP315,INVESTIMENTO,
271,17/12/2023,12.2023,Thais,Juros Obra,"R$ 629,07",Investimento,AP315,INVESTIMENTO,
272,18/12/2023,12.2023,Thais,jarra 3/3,"R$ 66,64",Moradia,Moveis_Eletros,CAPEX,
273,19/12/2023,12.2023,Thais,Mercado,"R$ 326,78",Alimentacao,Mercado,OPEX,
274,20/12/2023,12.2023,Thais,Carne,"R$ 108,12",Alimentacao,Mercado,OPEX,
275,21/12/2023,12.2023,Thais,Gravatai,"R$ 15,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
276,22/12/2023,12.2023,Thais,Fruteira,"R$ 49,15",Alimentacao,Mercado,OPEX,
277,23/12/2023,02.2024,Rafa,boleto AP1 13/36,"R$ 597,33",Investimento,AP315,INVESTIMENTO,
278,23/12/2023,12.2023,Thais,Gasolina,"R$ 402,22",Transporte,Gasolina,OPEX,
279,24/12/2023,02.2024,Rafa,boleto AP2 13/36,"R$ 421,78",Investimento,AP315,INVESTIMENTO,
280,24/12/2023,12.2023,Thais,OCV,"R$ 117,55",Moradia,Manutencao_Reparos,OPEX,
281,25/12/2023,12.2023,Thais,Frigideira,"R$ 55,78",Moradia,Moveis_Eletros,CAPEX,
282,25/12/2023,02.2024,Rafa,boleto AP3 13/36,"R$ 268,96",Investimento,AP315,INVESTIMENTO,
283,26/12/2023,12.2023,Thais,Comer fora,"R$ 321,49",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
284,26/12/2023,02.2024,Rafa,Aluguel,"R$ 754,45",Moradia,Aluguel,OPEX,
285,27/12/2023,02.2024,Rafa,Internet,"R$ 0,00",Moradia,Internet,OPEX,
286,27/12/2023,12.2023,Thais,Riachuello,"R$ 98,50",Vestuario,Roupas,OPEX,
287,28/12/2023,02.2024,Rafa,Faxina,"R$ 100,00",Moradia,Faxina,OPEX,
288,28/12/2023,12.2023,Thais,Sabonete,"R$ 29,90",Moradia,Higiene,OPEX,
289,29/12/2023,12.2023,Thais,Casa Bahia (airfreyer),"R$ 275,95",Moradia,Moveis_Eletros,CAPEX,
290,29/12/2023,02.2024,Rafa,Mel,"R$ 30,00",Alimentacao,Mercado,OPEX,
291,30/12/2023,12.2023,Thais,Alipay (fone),"R$ 70,07",Pessoal,Eletronicos,CAPEX,
292,30/12/2023,02.2024,Rafa,Mandolin,"R$ 129,00",Moradia,Moveis_Eletros,CAPEX,
293,31/12/2023,02.2024,Thais,Luz,"R$ 227,20",Moradia,Luz,OPEX,
294,31/12/2023,12.2023,Thais,DSW AGROPECU-CT (BichoMimado),"R$ 45,00",Pet,Pet,OPEX,
295,01/01/2024,02.2024,Thais,juros Obra,"R$ 664,82",Investimento,AP315,INVESTIMENTO,
296,01/01/2024,01.2024,Thais,Luz,"R$ 223,14",Moradia,Luz,OPEX,
297,02/01/2024,01.2024,Thais,juros Obra,"R$ 637,59",Investimento,AP315,INVESTIMENTO,
298,02/01/2024,02.2024,Thais,Manutencao Etios 3/4,"R$ 423,50",Transporte,Manutencao_Reparos,OPEX,
299,03/01/2024,01.2024,Thais,Manutencao Etios 2/4,"R$ 423,50",Transporte,Manutencao_Reparos,OPEX,
300,03/01/2024,02.2024,Thais,Mercado,"R$ 430,22",Alimentacao,Mercado,OPEX,
301,04/01/2024,01.2024,Thais,Mercado,"R$ 766,53",Alimentacao,Mercado,OPEX,
302,04/01/2024,02.2024,Thais,Mercado das frutas,"R$ 250,02",Alimentacao,Mercado,OPEX,
303,05/01/2024,02.2024,Thais,Churras Mavi,"R$ 94,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
304,05/01/2024,01.2024,Thais,Mercado das frutas,"R$ 334,48",Alimentacao,Mercado,OPEX,
305,06/01/2024,01.2024,Thais,Casa maria,"R$ 85,50",Moradia,Moveis_Eletros,CAPEX,
306,06/01/2024,02.2024,Thais,Prime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
307,07/01/2024,01.2024,Thais,Prime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
308,07/01/2024,02.2024,Thais,Gasolina,"R$ 160,00",Transporte,Gasolina,OPEX,
309,08/01/2024,01.2024,Thais,Gasolina,"R$ 515,74",Transporte,Gasolina,OPEX,
310,08/01/2024,02.2024,Thais,Agromeyer,"R$ 93,80",Pet,Pet,OPEX,
311,09/01/2024,02.2024,Thais,Havan 2/2,"R$ 77,47",Moradia,Moveis_Eletros,CAPEX,
312,09/01/2024,01.2024,Thais,Boteko Navegantes,"R$ 88,48",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
313,10/01/2024,01.2024,Thais,Havan 1/2,"R$ 77,47",Moradia,Moveis_Eletros,CAPEX,
314,10/01/2024,02.2024,Thais,Pioca Cinema,"R$ 32,00",Lazer,Passeio,NAO_ESSENCIAL,
315,11/01/2024,01.2024,Thais,Amazon?,"R$ 35,54",Lazer,Assinaturas,NAO_ESSENCIAL,
316,11/01/2024,02.2024,Thais,Gordinho Mimado,"R$ 45,00",Pet,Pet,OPEX,
317,12/01/2024,01.2024,Thais,Fachi,"R$ 135,95",Moradia,Manutencao_Reparos,OPEX,
318,12/01/2024,02.2024,Thais,Kalunga,"R$ 79,55",Alimentacao,Mercado,OPEX,
319,13/01/2024,02.2024,Thais,Estacionamento,"R$ 20,00",Transporte,Estacionamento,OPEX,
320,13/01/2024,01.2024,Thais,B12,"R$ 24,75",Alimentacao,Mercado,OPEX,
321,14/01/2024,01.2024,Thais,Copal,"R$ 33,66",Moradia,Manutencao_Reparos,OPEX,
322,14/01/2024,02.2024,Thais,Riachuelo 3/3,"R$ 98,50",Vestuario,Roupas,OPEX,
323,15/01/2024,02.2024,Thais,Comer fora,"R$ 190,90",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
324,15/01/2024,01.2024,Thais,Riachuelo 2/3,"R$ 98,50",Vestuario,Roupas,OPEX,
325,16/01/2024,02.2024,Thais,Shoppe,"R$ 43,64",Pessoal,outros,NAO_ESSENCIAL,
326,16/01/2024,01.2024,Thais,Comer fora,"R$ 26,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
327,17/01/2024,02.2024,Thais,Bike 1/4,"R$ 212,25",Pessoal,Eletronicos,CAPEX,
328,17/01/2024,01.2024,Thais,Presentes,"R$ 169,97",Pessoal,Presentes,NAO_ESSENCIAL,
329,18/01/2024,01.2024,Thais,Borrifador,"R$ 18,99",Moradia,Moveis_Eletros,CAPEX,
330,18/01/2024,03.2024,Rafa,boleto AP1 14/36,"R$ 598,54",Investimento,AP315,INVESTIMENTO,
331,19/01/2024,03.2024,Rafa,boleto AP2 14/36,"R$ 422,63",Investimento,AP315,INVESTIMENTO,
332,19/01/2024,01.2024,Rafa,Aluguel,"R$ 635,73",Moradia,Aluguel,OPEX,
333,20/01/2024,03.2024,Rafa,boleto AP3 14/36,"R$ 269,63",Investimento,AP315,INVESTIMENTO,
334,20/01/2024,01.2024,Rafa,Internet,"R$ 0,00",Moradia,Internet,OPEX,
335,21/01/2024,01.2024,Rafa,boleto AP1 dez/36,"R$ 595,97",Investimento,AP315,INVESTIMENTO,
336,21/01/2024,03.2024,Rafa,Orla Bar Comer fora,"R$ 117,70",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
337,22/01/2024,01.2024,Rafa,boleto AP2 dez/36,"R$ 689,14",Investimento,AP315,INVESTIMENTO,
338,22/01/2024,03.2024,Rafa,Aluguel,"R$ 814,72",Moradia,Aluguel,OPEX,
339,23/01/2024,01.2024,Rafa,Pizzaria Canoense,"R$ 34,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
340,23/01/2024,03.2024,Rafa,Internet,"R$ 79,71",Moradia,Internet,OPEX,
341,23/01/2024,01.2024,Rafa,Conectcar,"R$ 50,00",Transporte,Pedagio,OPEX,
342,24/01/2024,03.2024,Rafa,Faxina,"R$ 200,00",Moradia,Faxina,OPEX,
343,24/01/2024,01.2024,Rafa,Conectcar,"R$ 50,00",Transporte,Pedagio,OPEX,
344,24/01/2024,01.2024,Rafa,Agromeyer,"R$ 50,00",Pet,Pet,OPEX,
345,25/01/2024,01.2024,Rafa,Pizzaria Canoense,"R$ 10,90",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
346,25/01/2024,01.2024,Rafa,Whey,"R$ 66,84",Alimentacao,Mercado,OPEX,
347,25/01/2024,03.2024,Rafa,Pedagio,"R$ 60,00",Transporte,Pedagio,OPEX,
348,26/01/2024,01.2024,Rafa,Faxina,"R$ 0,00",Moradia,Faxina,OPEX,
349,26/01/2024,03.2024,Rafa,Gasolina,"R$ 100,00",Transporte,Gasolina,OPEX,
350,26/01/2024,01.2024,Rafa,IPVA,"R$ 908,32",Transporte,IPVA/Seguro,OPEX,
351,27/01/2024,03.2024,Rafa,Mercado Koch,"R$ 54,71",Alimentacao,Mercado,OPEX,
352,28/01/2024,03.2024,Thais,Luz,"R$ 179,56",Moradia,Luz,OPEX,
353,29/01/2024,03.2024,Thais,juros Obra,"R$ 732,91",Investimento,AP315,INVESTIMENTO,
354,30/01/2024,03.2024,Thais,Manutencao Etios 4/4,"R$ 423,50",Transporte,Manutencao_Reparos,OPEX,
355,31/01/2024,03.2024,Thais,Mercado,"R$ 531,09",Alimentacao,Mercado,OPEX,
356,01/02/2024,03.2024,Thais,Mercado das frutas,"R$ 214,82",Alimentacao,Mercado,OPEX,
357,02/02/2024,03.2024,Thais,Passagem 1/2,"R$ 63,51",Lazer,Viagem_EURO_2024,NAO_ESSENCIAL,
358,03/02/2024,03.2024,Thais,Prime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
359,04/02/2024,03.2024,Thais,Gasolina,"R$ 420,89",Transporte,Gasolina,OPEX,
360,05/02/2024,03.2024,Thais,Troca oleo 1/2,"R$ 112,50",Transporte,Manutencao_Reparos,OPEX,
361,06/02/2024,03.2024,Thais,Compras casa atacado 1/2,"R$ 84,09",Moradia,Moveis_Eletros,CAPEX,
362,07/02/2024,03.2024,Thais,Comer fora,"R$ 272,84",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
363,08/02/2024,03.2024,Thais,Shoppe,"R$ 62,83",Pessoal,outros,NAO_ESSENCIAL,
364,09/02/2024,03.2024,Thais,Trava Bike1/2,"R$ 59,63",Pessoal,outros,NAO_ESSENCIAL,
365,10/02/2024,03.2024,Thais,Farmacia,"R$ 52,70",Saude,Farmácia,BEM_ESTAR,
366,11/02/2024,04.2024,Rafa,boleto AP1 15/36,"R$ 599,99",Investimento,AP315,INVESTIMENTO,
367,12/02/2024,04.2024,Rafa,boleto AP2 15/36,"R$ 423,65",Investimento,AP315,INVESTIMENTO,
368,13/02/2024,04.2024,Rafa,boleto AP3 15/36,"R$ 270,16",Investimento,AP315,INVESTIMENTO,
369,14/02/2024,04.2024,Rafa,Aluguel,"R$ 842,72",Moradia,Aluguel,OPEX,
370,15/02/2024,04.2024,Rafa,Internet,"R$ 79,71",Moradia,Internet,OPEX,
371,16/02/2024,04.2024,Rafa,Faxina,"R$ 200,00",Moradia,Faxina,OPEX,
372,17/02/2024,04.2024,Rafa,geladeira,"R$ 800,00",Moradia,Moveis_Eletros,CAPEX,
373,18/02/2024,04.2024,Rafa,Estante,"R$ 80,00",Moradia,Moveis_Eletros,CAPEX,
374,19/02/2024,04.2024,Rafa,racao gordo,"R$ 170,00",Pet,Pet,OPEX,
375,20/02/2024,04.2024,Rafa,OCV,"R$ 21,90",Moradia,Manutencao_Reparos,OPEX,
376,21/02/2024,04.2024,Rafa,Mercado das fruta,"R$ 3,54",Alimentacao,Mercado,OPEX,
377,22/02/2024,04.2024,Thais,Luz,"R$ 232,12",Moradia,Luz,OPEX,
378,23/02/2024,04.2024,Thais,Juro Obra,"R$ 693,31",Investimento,AP315,INVESTIMENTO,
379,24/02/2024,04.2024,Thais,Mercado das frutas,"R$ 117,08",Alimentacao,Mercado,OPEX,
380,25/02/2024,04.2024,Thais,Mercado,"R$ 435,24",Alimentacao,Mercado,OPEX,
381,26/02/2024,04.2024,Thais,Troca oleo 2/2,"R$ 112,50",Transporte,Manutencao_Reparos,OPEX,
382,27/02/2024,04.2024,Thais,Trava Bike 2/2,"R$ 59,63",Pessoal,outros,NAO_ESSENCIAL,
383,28/02/2024,04.2024,Thais,Estacionamento,"R$ 20,00",Transporte,Estacionamento,OPEX,
384,29/02/2024,04.2024,Thais,Comer fora,"R$ 162,90",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
385,01/03/2024,04.2024,Thais,Prime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
386,02/03/2024,04.2024,Thais,Banca 12,"R$ 117,92",Alimentacao,Mercado,OPEX,
387,03/03/2024,04.2024,Thais,Gas,"R$ 99,00",Moradia,Gas,OPEX,
388,04/03/2024,04.2024,Thais,Gassolina,"R$ 253,04",Transporte,Gasolina,OPEX,
389,05/03/2024,04.2024,Thais,Meia do Dudu,"R$ 35,09",Pessoal,Presentes,NAO_ESSENCIAL,
390,06/03/2024,04.2024,Thais,Mega POA,"R$ 21,00",Moradia,Moveis_Eletros,CAPEX,
391,07/03/2024,04.2024,Thais,Hermes,"R$ 66,12",Moradia,Moveis_Eletros,CAPEX,
392,08/03/2024,04.2024,Thais,Acai,"R$ 29,75",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
393,09/03/2024,04.2024,Thais,Whey,"R$ 75,00",Alimentacao,Mercado,OPEX,
394,10/03/2024,04.2024,Thais,Compras casa atacado 2/2,"R$ 84,09",Moradia,Moveis_Eletros,CAPEX,
395,11/03/2024,04.2024,Thais,OCV,"R$ 36,65",Moradia,Manutencao_Reparos,OPEX,
396,12/03/2024,04.2024,Thais,Passagem 1/2,"R$ 63,51",Lazer,Viagem_EURO_2024,NAO_ESSENCIAL,
397,13/03/2024,04.2024,Thais,Suporte gass,"R$ 39,50",Moradia,Manutencao_Reparos,OPEX,
398,14/03/2024,04.2024,Thais,Papel de parede,"R$ 25,65",Moradia,Moveis_Eletros,CAPEX,
399,15/03/2024,05.2024,Rafa,boleto AP1 16/36,"R$ 602,00",Investimento,AP315,INVESTIMENTO,
400,16/03/2024,05.2024,Rafa,boleto AP2 16/36,"R$ 425,39",Investimento,AP315,INVESTIMENTO,
401,17/03/2024,05.2024,Rafa,boleto AP3 16/36,"R$ 217,27",Investimento,AP315,INVESTIMENTO,
402,18/03/2024,05.2024,Rafa,Aluguel,"R$ 784,26",Moradia,Aluguel,OPEX,
403,19/03/2024,05.2024,Rafa,Internet,"R$ 82,00",Moradia,Internet,OPEX,
404,20/03/2024,05.2024,Rafa,Faxina,"R$ 200,00",Moradia,Faxina,OPEX,
405,21/03/2024,05.2024,Rafa,Manutencao Seu Paulo,"R$ 100,00",Moradia,Manutencao_Reparos,OPEX,
406,22/03/2024,05.2024,Rafa,Vacina Gordo,"R$ 200,00",Pet,Pet,OPEX,
407,23/03/2024,05.2024,Rafa,Capo Pizzaria,"R$ 66,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
408,24/03/2024,05.2024,Rafa,Lavagem Carro,"R$ 50,00",Transporte,Manutencao_Reparos,OPEX,
409,25/03/2024,05.2024,Thais,Luz,"R$ 186,88",Moradia,Luz,OPEX,
410,26/03/2024,05.2024,Thais,Juro Obra,"R$ 749,62",Investimento,AP315,INVESTIMENTO,
411,27/03/2024,05.2024,Thais,Mercado das frutas,"R$ 146,64",Alimentacao,Mercado,OPEX,
412,28/03/2024,05.2024,Thais,Mercado,"R$ 422,79",Alimentacao,Mercado,OPEX,
413,29/03/2024,05.2024,Thais,Whey,"R$ 74,90",Alimentacao,Mercado,OPEX,
414,30/03/2024,05.2024,Thais,Amazon???,"R$ 107,80",Alimentacao,Mercado,OPEX,
415,31/03/2024,05.2024,Thais,Estacionamento,"R$ 36,00",Transporte,Estacionamento,OPEX,
416,01/04/2024,05.2024,Thais,Comer fora,"R$ 148,30",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
417,02/04/2024,05.2024,Thais,Prime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
418,03/04/2024,05.2024,Thais,Tamavi,"R$ 20,00",Transporte,Manutencao_Reparos,OPEX,
419,04/04/2024,05.2024,Thais,Gassolina,"R$ 270,00",Transporte,Gasolina,OPEX,
420,05/04/2024,05.2024,Thais,Farmacia,"R$ 124,91",Saude,Farmácia,BEM_ESTAR,
421,06/04/2024,05.2024,Thais,OCV,"R$ 181,40",Moradia,Manutencao_Reparos,OPEX,
422,07/04/2024,06.2024,Rafa,boleto AP1 17/36,"R$ 606,00",Investimento,AP315,INVESTIMENTO,
423,08/04/2024,06.2024,Rafa,boleto AP2 17/36,"R$ 427,89",Investimento,AP315,INVESTIMENTO,
424,09/04/2024,06.2024,Rafa,boleto AP3 17/36,"R$ 272,87",Investimento,AP315,INVESTIMENTO,
425,10/04/2024,06.2024,Rafa,Aluguel,"R$ 160,98",Moradia,Aluguel,OPEX,
426,11/04/2024,06.2024,Rafa,Internet,"R$ 82,00",Moradia,Internet,OPEX,
427,12/04/2024,06.2024,Rafa,Faxina casa andre,"R$ 200,00",Moradia,Faxina,OPEX,
428,13/04/2024,06.2024,Rafa,Estacionamento Tamara,"R$ 50,00",Transporte,Estacionamento,OPEX,
429,14/04/2024,06.2024,Rafa,Pedagios,"R$ 64,45",Transporte,Pedagio,OPEX,
430,15/04/2024,06.2024,Rafa,Posto gasolina,"R$ 6,99",Transporte,Gasolina,OPEX,
431,16/04/2024,06.2024,Rafa,Panvel,"R$ 37,92",Saude,Farmácia,BEM_ESTAR,
432,17/04/2024,06.2024,Thais,Mercado,"R$ 458,10",Alimentacao,Mercado,OPEX,
433,18/04/2024,06.2024,Thais,Mercado das frutas,"R$ 96,63",Alimentacao,Mercado,OPEX,
434,19/04/2024,06.2024,Thais,Creatina,"R$ 49,40",Alimentacao,Mercado,OPEX,
435,20/04/2024,06.2024,Thais,Whey,"R$ 143,70",Alimentacao,Mercado,OPEX,
436,21/04/2024,06.2024,Thais,Conserto aspirador,"R$ 45,00",Moradia,Manutencao_Reparos,OPEX,
437,22/04/2024,06.2024,Thais,Gasolina,"R$ 435,70",Transporte,Gasolina,OPEX,
438,23/04/2024,06.2024,Thais,Amazon Prime,"R$ 19,90",Lazer,Assinaturas,NAO_ESSENCIAL,
439,24/04/2024,06.2024,Thais,Lavanderia,"R$ 16,95",Pessoal,outros,NAO_ESSENCIAL,
440,25/04/2024,06.2024,Thais,Casa Londres,"R$ 109,39",Moradia,Moveis_Eletros,CAPEX,
441,26/04/2024,06.2024,Thais,Aspirador 1/2,"R$ 87,50",Moradia,Moveis_Eletros,CAPEX,
442,27/04/2024,06.2024,Thais,Promove EPI 1/2,"R$ 76,00",Moradia,Higiene,OPEX,
443,28/04/2024,06.2024,Thais,CAPPTA *LUCI-CT HOLZ W,"R$ 36,23",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
444,29/04/2024,06.2024,Thais,EDMUNDO ALEX-CT RO FE,"R$ 52,00",Vestuario,Roupas,OPEX,
445,30/04/2024,06.2024,Thais,Banca 12,"R$ 76,05",Alimentacao,Mercado,OPEX,
446,01/05/2024,06.2024,Thais,Xis no Andre,"R$ 70,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
447,02/05/2024,06.2024,Thais,Viagem,"R$ 55,84",Lazer,Viagens,NAO_ESSENCIAL,
448,03/05/2024,06.2024,Thais,Juros Obra,"R$ 823,11",Investimento,AP315,INVESTIMENTO,
449,14/05/2024,07.2024,Thais,Lematec - As-ct En02/02 Casa Nova,"R$ 87,50",Moradia,Moveis_Eletros,CAPEX,
450,22/05/2024,07.2024,Thais,Promove Casa,"R$ 76,00",Moradia,Higiene,OPEX,
451,24/05/2024,07.2024,Thais,Pag*autopost-ct Za Gasolina,"R$ 178,20",Transporte,Gasolina,OPEX,
452,25/05/2024,07.2024,Thais,Pag*girassol Gasolina,"R$ 45,00",Transporte,Gasolina,OPEX,
453,25/05/2024,07.2024,Thais,Free Way -ct Gasolina,"R$ 100,00",Alimentacao,Mercado,OPEX,
454,26/05/2024,07.2024,Thais,Supermercado Viezzer Mercado,"R$ 46,56",Alimentacao,Mercado,OPEX,
455,28/05/2024,07.2024,Thais,Rdvariedades-ct Casa,"R$ 26,00",Saude,Farmácia,BEM_ESTAR,
456,28/05/2024,07.2024,Thais,Pag*soundvet Gordo,"R$ 185,00",Pet,Pet,OPEX,
457,29/05/2024,07.2024,Thais,Amazonprimebr Internet,"R$ 19,90",Lazer,Assinaturas,NAO_ESSENCIAL,
458,29/05/2024,07.2024,Thais,Metropolitano Comercio Gasolina,"R$ 100,00",Transporte,Gasolina,OPEX,
459,29/05/2024,07.2024,Thais,Pag*supermercadoda Mercado,"R$ 41,52",Alimentacao,Mercado,OPEX,
460,01/06/2024,07.2024,Thais,Farmacia Sao Joao Farmacia,"R$ 22,22",Saude,Farmácia,BEM_ESTAR,
461,01/06/2024,07.2024,Thais,52.773.294 Edna Fani Comer Fora,"R$ 90,80",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
462,03/06/2024,07.2024,Thais,Casa Maria Casa,"R$ 29,80",Moradia,Moveis_Eletros,CAPEX,
463,03/06/2024,07.2024,Rafa,Metropolitano Gasolina,"R$ 120,00",Transporte,Gasolina,OPEX,
464,03/06/2024,07.2024,Thais,Mercado Righ-ct Mercado,"R$ 26,40",Alimentacao,Mercado,OPEX,
465,04/06/2024,08.2024,Thais,Farmacia Sao Joao Casa,"R$ 79,91",Saude,Farmácia,BEM_ESTAR,
466,04/06/2024,07.2024,Thais,Pag*elporten-ct Comer Fora,"R$ 75,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
467,04/06/2024,07.2024,Thais,Ferragem Moi-ct Casa,"R$ 29,00",Moradia,Manutencao_Reparos,OPEX,
468,04/06/2024,07.2024,Thais,Areatec Tecnologia E S Casa,"R$ 4,50",Alimentacao,Mercado,OPEX,
469,04/06/2024,07.2024,Thais,Pet Center C-ct S Gordo,"R$ 185,36",Pet,Pet,OPEX,
470,05/06/2024,07.2024,Thais,Metropolitan-ct Mercio Gasolina,"R$ 20,00",Transporte,Gasolina,OPEX,
471,05/06/2024,07.2024,Thais,Animal Farma-ct Ma01/02 Gordo,"R$ 94,00",Pet,Pet,OPEX,
472,07/06/2024,07.2024,Thais,Copal Parafu-ct Casa Nova,"R$ 39,14",Moradia,Manutencao_Reparos,OPEX,
473,07/06/2024,07.2024,Thais,Davol*davol Remedio Gordo 01/02 Gordo,"R$ 298,51",Pet,Pet,OPEX,
474,09/06/2024,07.2024,Thais,Monumento -ct,"R$ 50,00",Transporte,Estacionamento,OPEX,
475,10/06/2024,07.2024,Rafa,Torradeira Casa Nova,"R$ 83,00",Moradia,Moveis_Eletros,CAPEX,
476,12/06/2024,07.2024,Thais,Newport Come-ct L De Comer Fora,"R$ 50,38",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
477,12/06/2024,07.2024,Thais,Iof Compra Internaciona iof,"R$ 4,47",Lazer,Viagem_EURO_2024,NAO_ESSENCIAL,
478,12/06/2024,07.2024,Thais,Zp *black01/02 Corta Vento,"R$ 112,51",Vestuario,Roupas,OPEX,
479,13/06/2024,07.2024,Thais,Htm*posinpbe 01/12 Pos Eslao,"R$ 598,52",Educacao,Cursos,FORMACAO,
480,13/06/2024,10.2024,Rafa,Htm*posinpbe 04/12 Pos,"R$ 598,52",Educacao,Cursos,FORMACAO,
481,13/06/2024,11.2024,Thais,Htm*posinpbe 05/12 Pos,"R$ 598,52",Educacao,Cursos,FORMACAO,
482,13/06/2024,12.2024,Rafa,Htm*posinpbe 06/12 Pos,"R$ 598,52",Educacao,Cursos,FORMACAO,
483,13/06/2024,01.2025,Thais,Htm*posinpbe 07/12 Pos,"R$ 598,52",Educacao,Cursos,FORMACAO,
484,13/06/2024,02.2025,Thais,Htm*posinpbe 08/12 Pos,"R$ 598,52",Educacao,Cursos,FORMACAO,
485,14/06/2024,02.2025,Thais,Juros Obra,"R$ 1.069,00",Investimento,AP315,INVESTIMENTO,
486,16/06/2024,07.2024,Rafa,Rodosnack Comer Fora,"R$ 11,80",Investimento,AP315,INVESTIMENTO,
487,16/06/2024,07.2024,Rafa,Nova Roma Comer Fora,"R$ 49,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
488,16/06/2024,07.2024,Rafa,Metropolitano Gasolina,"R$ 220,52",Transporte,Gasolina,OPEX,
489,16/06/2024,07.2024,Thais,Posto Sao Domingos Gasolina,"R$ 100,00",Transporte,Gasolina,OPEX,
490,17/06/2024,07.2024,Thais,Pag*instalad-ct Chuveiro Casa Nova,"R$ 120,80",Moradia,Moveis_Eletros,CAPEX,
491,17/06/2024,07.2024,Rafa,pag*maiconrafaelkorc Comer Fora,"R$ 193,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
492,17/06/2024,07.2024,Rafa,Pao Doce Comer Fora,"R$ 23,35",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
493,17/06/2024,07.2024,Rafa,Mercado Gd Mercado,"R$ 21,50",Alimentacao,Mercado,OPEX,
494,18/06/2024,09.2024,Thais,Lava e Seca 3/8 Casa nova,"R$ 444,79",Moradia,Moveis_Eletros,CAPEX,
