Competencia;Data;nome;descricao;Responsavel;Valor
01/06/2024;30/04/2024;Banca 12 ;;Thais;2032,93
01/06/2024;01/05/2024;Xis no Andre;;Thais;2368,39
01/06/2024;02/05/2024;Viagem ;;Thais;2465,07
01/06/2024;03/05/2024;Juros Obra;;Thais;1884,68
01/07/2024;08/07/2024;boleto AP1;18/36;Rafa;943,77
01/07/2024;08/07/2024;boleto AP2;18/36;Rafa;213,33
01/07/2024;08/07/2024;boleto AP3;18/36;Rafa;1943,98
01/07/2024;24/06/2024;Limpeza do carro;Carro;Rafa;1398,22
01/07/2024;27/06/2024;Presidente PAF;Casa Nova;Rafa;1063,43
01/07/2024;10/06/2024;Torradeira;Casa Nova;Rafa;2266,35
01/07/2024;23/06/2024;Frete Mikael;Casa Nova;Rafa;282,44
01/07/2024;20/06/2024;Forno Embutir;Casa Nova;Rafa;1234,1
01/07/2024;21/06/2024;Roupeiro;Casa Nova;Rafa;33,33
01/07/2024;16/06/2024;Nova Roma;Comer Fora;Rafa;1174,31
01/07/2024;16/06/2024;Rodosnack;Comer Fora;Rafa;145,48
01/07/2024;17/06/2024;pag*maiconrafaelkorc;Comer Fora;Rafa;301,45
01/07/2024;17/06/2024;Pão Doce;Comer Fora;Rafa;298,23
01/07/2024;03/06/2024;Metropolitano;Gasolina;Rafa;1624,78
01/07/2024;16/06/2024;Metropolitano;Gasolina;Rafa;1866,38
01/07/2024;20/06/2024;Ferry Boat;Gasolina;Rafa;1460,51
01/07/2024;17/06/2024;Mercado Gd;Mercado;Rafa;2405,62
01/07/2024;27/06/2024;Rede Top;Mercado;Rafa;940,3
01/07/2024;25/06/2024;Whey Max;Mercado;Rafa;717,85
01/07/2024;22/05/2024;Promove ;Casa;Thais;2172,15
01/07/2024;28/05/2024;Rdvariedades-ct;Casa;Thais;562,87
01/07/2024;03/06/2024;Casa Maria;Casa;Thais;2408,24
01/07/2024;04/06/2024;Ferragem Moi-ct;Casa;Thais;35,33
01/07/2024;04/06/2024;Areatec Tecnologia E S;Casa;Thais;2424,85
01/07/2024;14/05/2024;Lematec - As-ct En02/02;Casa Nova;Thais;112,68
01/07/2024;07/06/2024;Copal Parafu-ct;Casa Nova;Thais;2228,4
01/07/2024;17/06/2024;Pag*instalad-ct Chuveiro ;Casa Nova;Thais;1321,61
01/07/2024;18/06/2024;Ponto F*ponto Frio01/08;Casa Nova;Thais;2482,45
01/07/2024;19/06/2024;Alex Agropec-ct A;Casa Nova;Thais;189,12
01/07/2024;19/06/2024;Pag*atrativa-ct Se;Casa Nova;Thais;1386,87
01/07/2024;20/06/2024;Pag*luizamod-ct Mos  Torradeira;Casa Nova;Thais;2423,41
01/07/2024;22/06/2024;Hiper Difere-ct 01/03;Casa Nova;Thais;1310,13
01/07/2024;01/06/2024;52.773.294 Edna Fani;Comer Fora;Thais;1575,35
01/07/2024;04/06/2024;Pag*elporten-ct;Comer Fora;Thais;1740,89
01/07/2024;12/06/2024;Newport Come-ct L De;Comer Fora;Thais;1139,08
01/07/2024;12/06/2024;Zp *black01/02;Corta Vento;Thais;1570,76
01/07/2024;01/06/2024;Farmacia Sao Joao;Farmacia;Thais;1462,86
01/07/2024;24/05/2024;Pag*autopost-ct Za;Gasolina;Thais;2253,39
01/07/2024;25/05/2024;Free Way -ct;Gasolina;Thais;118,39
01/07/2024;25/05/2024;Pag*girassol;Gasolina;Thais;706,0
01/07/2024;29/05/2024;Metropolitano Comercio;Gasolina;Thais;2376,28
01/07/2024;05/06/2024;Metropolitan-ct Mercio;Gasolina;Thais;2226,21
01/07/2024;16/06/2024;Posto Sao Domingos;Gasolina;Thais;1141,86
01/07/2024;21/06/2024;Posto Fl 34 -ct;Gasolina;Thais;1552,23
01/07/2024;28/05/2024;Pag*soundvet;Gordo;Thais;697,07
01/07/2024;04/06/2024;Pet Center C-ct S;Gordo;Thais;474,36
01/07/2024;05/06/2024;Animal Farma-ct Ma01/02;Gordo;Thais;1161,93
01/07/2024;07/06/2024;Davol*davol     Remedio Gordo  01/02;Gordo;Thais;886,61
01/07/2024;19/06/2024;Drogaria Abner Ltda;Gordo;Thais;1461,22
01/07/2024;29/05/2024;Amazonprimebr;Internet;Thais;198,95
01/07/2024;12/06/2024;Iof Compra Internaciona;iof;Thais;2436,12
01/07/2024;26/05/2024;Supermercado Viezzer;Mercado;Thais;2465,6
01/07/2024;29/05/2024;Pag*supermercadoda;Mercado;Thais;1746,91
01/07/2024;03/06/2024;Mercado Righ-ct;Mercado;Thais;1342,56
01/07/2024;18/06/2024;Naturall -ct;Mercado;Thais;777,27
01/07/2024;13/06/2024;Htm*posinpbe 01/12;Pós Eslão;Thais;2035,42
01/07/2024;09/06/2024;Monumento -ct;;Thais;1713,4
01/07/2024;30/06/2024;Casa RGS Aluguel+luz+internet;;Thais;410,73
01/07/2024;;;;Thais;2277,76
01/08/2024;12/08/2024;boleto AP1;19/36;Rafa;2057,23
01/08/2024;12/08/2024;boleto AP2;19/36;Rafa;2374,75
01/08/2024;12/08/2024;boleto AP3;19/36;Rafa;1815,67
01/08/2024;12/08/2024;Vivo da Uruguai;;Rafa;1535,47
01/08/2024;12/07/2024;Mesa Thais;;Rafa;1048,52
01/08/2024;09/07/2024;Paulo Cesar Cor;;Rafa;2332,16
01/08/2024;08/07/2024;Ração do Gordo;;Rafa;2165,83
01/08/2024;05/08/2024;Uber;;Rafa;117,82
01/08/2024;30/07/2024;Ferragem presidente;;Rafa;70,79
01/08/2024;30/07/2024;Aquarela Tintas;;Rafa;944,28
01/08/2024;30/07/2024;Komprao;;Rafa;2027,33
01/08/2024;29/07/2024;Vitoria Materiais;;Rafa;2468,25
01/08/2024;27/07/2024;Alvorada Restaurante;;Rafa;380,29
01/08/2024;07/07/2024;Dinamics material;;Rafa;1487,36
01/08/2024;06/07/2024;Komprao;;Rafa;955,32
01/08/2024;06/07/2024;Instaladora;;Rafa;2424,94
01/08/2024;05/07/2024;Rodosnack Gpn Resaurante;;Rafa;2106,09
01/08/2024;02/07/2024;Ferragem presidente;;Rafa;2096,63
01/08/2024;02/07/2024;Dinamics material;;Rafa;1174,39
01/08/2024;02/07/2024;Instaladora;;Rafa;1039,97
01/08/2024;30/06/2024;Compensado Fernandes;;Rafa;687,15
01/08/2024;08/07/2024;Britania Eletronic01/02;Air Fry;Thais;145,66
01/08/2024;09/07/2024;Iof Compra Internaciona;Aliex;Thais;2162,48
01/08/2024;05/07/2024;Amazon Br;Amazon;Thais;2033,19
01/08/2024;29/06/2024;Amazonprimebr;Amazon Prime;Thais;2499,3
01/08/2024;12/07/2024;Mercadolivre*dmracess;Apoio de Braço Carro;Thais;2491,61
01/08/2024;10/07/2024;Aliexpress;Bateria Celular + Tela;Thais;1390,8
01/08/2024;11/07/2024;Shoppe (cabide calças);Casa;Thais;1923,62
01/08/2024;12/07/2024;Leroy cortina 1/2;Casa;Thais;2362,19
01/08/2024;13/07/2024;Mercado;Casa;Thais;2124,87
01/08/2024;04/06/2024;Farmacia Sao Joao;Casa;Thais;622,13
01/08/2024;22/06/2024;Hiper Difere-ct 02/03;Casa Nova;Thais;1129,11
01/08/2024;27/06/2024;Pag*pizzastb-ct;Comer Fora;Thais;327,25
01/08/2024;29/06/2024;Dportalrestl-ct;Comer Fora;Thais;2385,36
01/08/2024;30/06/2024;Hotel Da Bar-ct;Comer Fora;Thais;1517,41
01/08/2024;30/06/2024;Pizzaria Dom-ct Ilo;Comer Fora;Thais;575,46
01/08/2024;13/07/2024;Paes E Doces-ct A;Comer Fora;Thais;1680,89
01/08/2024;14/07/2024;Zp *black02/02;Corta Vento;Thais;1547,23
01/08/2024;11/07/2024;Mercadolivre*4prod01/02;Espelho I Peças;Thais;898,62
01/08/2024;08/07/2024;Farmacia Top-ct;Farmacia;Thais;288,33
01/08/2024;11/07/2024;Farmacia Sao Joao;Farmacia;Thais;1680,58
01/08/2024;17/07/2024;Farmacia Sao-ct O;Farmacia;Thais;1303,17
01/08/2024;23/07/2024;Farmacia Sao-ct O;Farmacia;Thais;1931,93
01/08/2024;04/07/2024;Dinamics Mat-ct Is El;Ferragem;Thais;1302,81
01/08/2024;05/07/2024;Dinamics Mat-ct Is El;Ferragem;Thais;2131,19
01/08/2024;17/07/2024;Dinamics Mat-ct Is El;Ferragem;Thais;1382,01
01/08/2024;17/07/2024;Promove Solu-ct Em Eq;Ferragem;Thais;1404,54
01/08/2024;17/07/2024;Madeireira B-ct;Ferragem;Thais;2192,25
01/08/2024;21/07/2024;Distribuidor-ct Frang;Ferragem;Thais;1011,69
01/08/2024;23/07/2024;Distribuidor-ct Frang;Ferragem;Thais;339,37
01/08/2024;10/07/2024;Mp *alipaybrasil;Ferramentas;Thais;76,81
01/08/2024;28/06/2024;Pag*postonav-ct I;Gasolina;Thais;1889,07
01/08/2024;03/07/2024;Posto Ponte -ct;Gasolina;Thais;1552,67
01/08/2024;09/07/2024;Posto Fl 12;Gasolina;Thais;1761,68
01/08/2024;20/07/2024;Route Km 455-ct;Gasolina;Thais;536,35
01/08/2024;21/07/2024;Posto Metrop-ct Ano;Gasolina;Thais;345,25
01/08/2024;22/07/2024;Davol*davol     Remedio Gordo  02/02;Gordo;Thais;41,29
01/08/2024;23/07/2024;Animal Farma-ct Ma02/02;Gordo;Thais;879,72
01/08/2024;09/07/2024;Pag*petcente-ct Ercio;Gordo;Thais;1476,84
01/08/2024;15/07/2024;Evo*homeopatas;Gordo;Thais;983,65
01/08/2024;30/06/2024;Mercadolivre*rsa;Mangueira Gas;Thais;1096,5
01/08/2024;01/07/2024;Komprao Koch Atacadist;Mercado;Thais;2260,88
01/08/2024;11/07/2024;Komprao Koch Atacadist;Mercado;Thais;873,9
01/08/2024;13/07/2024;Komprao Koch Atacadist;Mercado;Thais;1287,4
01/08/2024;13/07/2024;Komprao Koch-ct Cadist;Mercado;Thais;1960,21
01/08/2024;15/07/2024;Komprao Koch-ct Cadist;Mercado;Thais;994,37
01/08/2024;21/07/2024;Casa De Carn-ct Alunga;Mercado;Thais;1557,11
01/08/2024;21/07/2024;Macromix Fl -ct;Mercado;Thais;2156,6
01/08/2024;22/07/2024;Macromix Fl -ct;Mercado;Thais;2374,05
01/08/2024;17/07/2024;Amazon Br 01/02;Mixer 3 em 1;Thais;371,95
01/08/2024;16/07/2024;Amazon Br 01/10;PANELA para devolver;Thais;2316,84
01/08/2024;17/07/2024;Htm*posinpbe 02/12;Pos Eslao;Thais;1232,83
01/08/2024;17/07/2024;Amazon Br;Secador de Cabelo;Thais;649,32
01/08/2024;18/07/2024;Hub Fin*magazinelu01/03;Serra Circular;Thais;1150,54
01/08/2024;04/07/2024;Alex Agropec-ct A;Tela para o Gordo;Thais;2450,18
01/08/2024;29/06/2024;Lojas Renner-ct 292;VER COM THAIS;Thais;1234,08
01/08/2024;14/07/2024;Aliexpress;WebCam;Thais;825,24
01/08/2024;15/07/2024;Gasolina ;;Thais;1585,34
01/08/2024;16/07/2024;RGE RGS 265;;Thais;604,16
01/08/2024;04/07/2024;Pag*maiconra-ct Korc;;Thais;194,28
01/08/2024;23/07/2024;Pag*canoas -ct;;Thais;326,55
01/09/2024;24/07/2024;boleto AP1;20/36;Rafa;324,47
01/09/2024;25/07/2024;boleto AP2;20/36;Rafa;384,0
01/09/2024;26/07/2024;boleto AP3;20/36;Rafa;351,37
01/09/2024;27/07/2024;Conectcar;;Rafa;1603,98
01/09/2024;28/07/2024;Conectcar;;Rafa;458,79
01/09/2024;29/07/2024;Uber;;Rafa;867,44
01/09/2024;30/07/2024;Vivo da Uruguai;;Rafa;2242,49
01/09/2024;31/07/2024;Komprao;;Rafa;1187,53
01/09/2024;01/08/2024;Hidroloja;;Rafa;1670,56
01/09/2024;02/08/2024;Asun;;Rafa;434,94
01/09/2024;03/08/2024;Tamavi;;Rafa;484,76
01/09/2024;04/08/2024;Komprao;;Rafa;106,97
01/09/2024;05/08/2024;Komprao;;Rafa;426,49
01/09/2024;06/08/2024;CONTA AGUA MES 6;Agua;Thais;700,08
01/09/2024;07/08/2024;CONTA AGUA MES 7;Agua;Thais;446,64
01/09/2024;08/08/2024;CONTA AGUA MES 8;Agua;Thais;226,31
01/09/2024;09/08/2024;Amazonprimebr;Assinatura;Thais;305,99
01/09/2024;10/08/2024;Kymactanatur-ct;Café Ruim;Thais;1154,64
01/09/2024;18/06/2024;Lava e Seca 3/8;Casa nova;Thais;519,8
01/09/2024;19/06/2024;Bazar HD 3/3;Casa nova;Thais;913,85
01/09/2024;20/06/2024;Cortina rolo 2/2;Casa nova;Thais;1261,03
01/09/2024;21/06/2024;Hub Fin*magazinelu02/03;Casa Nova;Thais;1727,54
01/09/2024;22/06/2024;Britania Eletronic02/02;Casa Nova;Thais;103,08
01/09/2024;23/06/2024;Hub Fin*magazineluiza;Casa Nova;Thais;1999,53
01/09/2024;24/06/2024;Central Bald-ct;Casa Nova;Thais;1571,61
01/09/2024;25/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;208,99
01/09/2024;26/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;2184,58
01/09/2024;27/06/2024;Over Arte Co-ct Io De;Casa Nova;Thais;2302,58
01/09/2024;28/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;157,39
01/09/2024;29/06/2024;Presidente C-ct P A F;Casa Nova;Thais;695,81
01/09/2024;30/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;2016,47
01/09/2024;01/07/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;1871,91
01/09/2024;02/07/2024;Madeireira B-ct 01/02;Casa Nova;Thais;465,38
01/09/2024;26/07/2024;Garden container;Comer fora;Thais;527,33
01/09/2024;27/07/2024;Graal Baleia ;Comer fora;Thais;929,33
01/09/2024;28/07/2024;Bonatti -ct;Comer fora;Thais;1213,88
01/09/2024;29/07/2024;Praca De Ali-ct Aroupa;Comer Fora;Thais;1547,55
01/09/2024;30/07/2024;Sushinachos -ct;Comer fora;Thais;925,44
01/09/2024;31/07/2024;Mercadolivre*elleg01/03;Cuba;Thais;1159,02
01/09/2024;01/08/2024;Mercadolivre*4prod02/02;Espelho I Peças;Thais;1869,94
01/09/2024;02/08/2024;Maribrax Pos-ct De Se;Gasolina;Thais;96,52
01/09/2024;03/08/2024;Metropolitan-ct Mercio;Gasolina;Thais;634,83
01/09/2024;04/08/2024;Posto Rosso -ct Iranga;Gasolina;Thais;1784,81
01/09/2024;05/08/2024;Pag*autopost-ct Za;Gasolina;Thais;2238,54
01/09/2024;06/08/2024;Posto Tio Gu-ct;Gasolina;Thais;1281,64
01/09/2024;07/08/2024;Posto Alpha -ct Ata;Gasolina;Thais;1332,62
01/09/2024;08/08/2024;Pag*postonav-ct I;Gasolina;Thais;272,39
01/09/2024;09/08/2024;Pag*postonav-ct I;Gasolina;Thais;1121,29
01/09/2024;10/08/2024;Imbituba Rec-ct;Gasolina;Thais;1333,88
01/09/2024;11/08/2024;Maribrax Pos-ct De Se;Gasolina;Thais;609,96
01/09/2024;12/08/2024;Auto Posto B-ct Ila Lt;Gasolina;Thais;676,76
01/09/2024;13/08/2024;Postonavelii-ct;Gasolina;Thais;946,32
01/09/2024;14/08/2024;Farmácia 2/2;Gordo;Thais;55,08
01/09/2024;15/08/2024;Farmacenter -ct;Higiene;Thais;808,59
01/09/2024;16/08/2024;Farmacia Sao-ct O;Higiene;Thais;532,56
01/09/2024;17/08/2024;Mercadolivre*light01/02;Lixadeira;Thais;822,11
01/09/2024;18/08/2024;Paes E Doces-ct A;Lupa;Thais;303,81
01/09/2024;19/08/2024;Supermecado -ct Zer;Mercado;Thais;2226,87
01/09/2024;20/08/2024;Komprao Koch-ct Cadist;Mercado;Thais;1486,01
01/09/2024;21/08/2024;Mercado ;Mercado ;Thais;1699,36
01/09/2024;22/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;1973,98
01/09/2024;23/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;1248,61
01/09/2024;24/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;221,87
01/09/2024;25/08/2024;Rede Top Nav-ct Tes Gr;Mercado ;Thais;1345,08
01/09/2024;26/08/2024;Komprao Koch Atacadist;Mercado ;Thais;1469,17
01/09/2024;27/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;1864,87
01/09/2024;28/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;1081,99
01/09/2024;29/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;323,31
01/09/2024;30/08/2024;Amazon Br 02/02;Mixer;Thais;713,02
01/09/2024;31/08/2024;Amazon Br;Panelas;Thais;910,89
01/09/2024;01/09/2024;Htm*posinpbe 03/12;pós ;Thais;1616,56
01/09/2024;02/09/2024;Over Arte Co-ct Io De;Tinta Casa Nova;Thais;1429,09
01/09/2024;03/09/2024;Over Arte Co-ct Io De;Tinta Casa Nova;Thais;893,46
01/09/2024;04/09/2024;papelaria ;;Thais;2466,36
01/09/2024;05/09/2024;Passagem Europa 1/10;;Thais;1516,41
01/09/2024;06/09/2024;;;Thais;596,88
01/09/2024;07/09/2024;;;Thais;258,95
01/09/2024;08/09/2024;Central Bald-ct;;Thais;386,38
01/09/2024;09/09/2024;Ronaldo Lued-ct 45165;;Thais;618,66
01/09/2024;10/09/2024;Vivianedossa-ct;;Thais;405,9
01/09/2024;11/09/2024;Vivabem -ct;;Thais;470,48
01/09/2024;12/09/2024;Maiconrafael-ct;;Thais;716,31
01/09/2024;13/09/2024;;;Thais;437,57
01/09/2024;14/09/2024;Comercial Fr-ct Ltda;;Thais;2242,43
01/09/2024;15/09/2024;Comercial Fr-ct Ltda;;Thais;205,18
01/10/2024;29/08/2024;Amazonprimebr;Amazon;Rafa;1313,66
01/10/2024;16/09/2024;Mercadolivre*soldigit;Aspirador;Rafa;1028,94
01/10/2024;28/08/2024;Amazon Marketplace;Balança;Rafa;2456,03
01/10/2024;28/08/2024;Amazon Marketplace;Balança;Rafa;284,54
01/10/2024;30/08/2024;Shopee *happyshop;Casa;Rafa;997,65
01/10/2024;31/08/2024;Shopee *casaamarelauti;Casa;Rafa;2423,83
01/10/2024;31/08/2024;Shopee *gallutilidades;Casa;Rafa;2164,44
01/10/2024;05/09/2024;Shopee *varalprati01/02;Casa;Rafa;2043,59
01/10/2024;09/09/2024;Shopee*shopee Trpaisag;Casa;Rafa;648,47
01/10/2024;13/09/2024;Comercial Fronza Ltda;Casa;Rafa;431,36
01/10/2024;16/09/2024;Shopee*shopee Mtbikesh;Casa;Rafa;1673,26
01/10/2024;16/09/2024;Shopee *depsitobikesto;Casa;Rafa;2323,79
01/10/2024;25/06/2024;Hub Fin*magazinelu03/03;Casa NOva;Rafa;1394,12
01/10/2024;21/08/2024;Madeireira B-ct 02/02;Casa Nova;Rafa;1431,17
01/10/2024;25/08/2024;Babaolga -ct;Casa Nova;Rafa;703,55
01/10/2024;28/08/2024;Presidente C-ct P A F;Casa Nova;Rafa;1924,88
01/10/2024;28/08/2024;Madeireira B-ct;Casa Nova;Rafa;471,67
01/10/2024;07/09/2024;Kellymartins-ct;Comer Fora;Rafa;812,58
01/10/2024;08/09/2024;Cappta *paes-ct Oces L;Comer Fora;Rafa;1066,46
01/10/2024;18/09/2024;Cowboys Da P-ct;Comer Fora;Rafa;1271,49
01/10/2024;13/09/2024;Xadai Esfiharia E Pizz;Comer Fora;Rafa;609,81
01/10/2024;18/09/2024;Nutrigabi;Comer Fora;Rafa;291,52
01/10/2024;22/09/2024;Navenda;Comer Fora;Rafa;1528,5
01/10/2024;22/09/2024;Nostrosabor;Comer Fora;Rafa;725,13
01/10/2024;28/08/2024;Mercadolivre*rxparts;Corrediça;Rafa;1455,19
01/10/2024;09/08/2024;Mercadolivre*elleg02/03;Cuba;Rafa;390,13
01/10/2024;09/09/2024;Ronildorober-ct;Eletrica Carro;Rafa;1205,44
01/10/2024;05/09/2024;Br Comercio -ct As Ltd;Gas cozinha;Rafa;1333,81
01/10/2024;24/08/2024;Posto De Com-ct Iveis;Gasolina;Rafa;134,3
01/10/2024;25/08/2024;Posto Montecarlo Ii;Gasolina;Rafa;844,83
01/10/2024;25/08/2024;Postomaiochi-ct;Gasolina;Rafa;340,36
01/10/2024;30/08/2024;Postonavelii-ct;Gasolina;Rafa;163,12
01/10/2024;09/09/2024;Postonavelii-ct;Gasolina;Rafa;2474,95
01/10/2024;15/09/2024;Posto Dubai -ct;Gasolina;Rafa;809,27
01/10/2024;22/09/2024;Posto Marcio-ct;Gasolina;Rafa;2025,64
01/10/2024;23/09/2024;Posto Fl 12 -ct;Gasolina;Rafa;640,33
01/10/2024;30/08/2024;Instaladora -ct;Junior;Rafa;1705,35
01/10/2024;30/08/2024;Instaladora -ct;Junior;Rafa;1901,77
01/10/2024;29/07/2024;Mercadolivre*light02/02;Lixadeira;Rafa;1491,12
01/10/2024;15/09/2024;Amazon Prime Aluguel;Machinista;Rafa;1181,58
01/10/2024;18/06/2024;Ponto F*ponto Frio04/08;Maquina lava;Rafa;1032,54
01/10/2024;24/08/2024;Komprao Koch-ct Cadist;Mercado;Rafa;875,43
01/10/2024;28/08/2024;Komprao Koch Atacadist;Mercado;Rafa;2324,18
01/10/2024;11/09/2024;Komprao Koch-ct Cadist;Mercado;Rafa;2077,4
01/10/2024;12/09/2024;Komprao Koch Atacadist;Mercado;Rafa;2412,74
01/10/2024;14/09/2024;Komprao Koch-ct Cadist;Mercado;Rafa;315,12
01/10/2024;21/09/2024;Komprao Koch Atacadist;Mercado;Rafa;1828,51
01/10/2024;31/08/2024;Emporio Natural;Mercado;Rafa;2346,16
01/10/2024;12/09/2024;Emporio Natural;Mercado;Rafa;457,18
01/10/2024;17/09/2024;Komprao Koch Atacadist;Mercado;Rafa;170,91
01/10/2024;20/09/2024;Komprao Koch Atacadist;Mercado;Rafa;1854,1
01/10/2024;20/09/2024;Rede Top Navegantes Gr;Mercado;Rafa;1438,31
01/10/2024;15/08/2024;Avianca Inte4s8edt02/10;Paris;Rafa;2105,36
01/10/2024;15/08/2024;Avianca Inte4s8edt_231;Paris;Rafa;353,73
01/10/2024;07/09/2024;Iof Compra Internaciona;Passagem;Rafa;1989,19
01/10/2024;24/08/2024;Oceanic Aqua-ct;Passeio;Rafa;508,06
01/10/2024;25/08/2024;Bat Delicias Lanchonet;Passeio;Rafa;413,32
01/10/2024;25/08/2024;Bat Estacionamento;Passeio;Rafa;414,84
01/10/2024;13/06/2024;Htm*posinpbe 04/12;Pós;Rafa;2037,36
01/10/2024;17/09/2024;Amazon Br;Protetor;Rafa;1664,67
01/10/2024;28/08/2024;Mercadolivre*daviddeb;Torneira;Rafa;1310,05
01/10/2024;25/08/2024;Posto Br 376 Ltda;viagem;Rafa;900,28
01/10/2024;11/09/2024;Amazon Br;Whey;Rafa;2193,62
01/10/2024;12/09/2024;Internet;;Rafa;984,15
01/10/2024;13/09/2024;Geometria;;Rafa;2042,42
01/10/2024;14/09/2024;Komprao;;Rafa;1100,64
01/10/2024;15/09/2024;Posto;;Rafa;945,48
01/10/2024;16/09/2024;Cappta Paes de Doces;;Rafa;1159,39
01/10/2024;08/09/2024;Casa Maringa;;Rafa;756,94
01/10/2024;06/09/2024;Ferragem Presidente;;Rafa;1870,29
01/10/2024;29/07/2024;Mercadolivre*lighthau;;Rafa;1259,29
01/10/2024;09/08/2024;Mercadolivre*ellegant;;Rafa;584,37
01/10/2024;02/09/2024;Iof Compra Internaciona;;Rafa;2249,44
01/10/2024;19/09/2024;Amazon Marketplace;;Rafa;962,81
01/10/2024;02/09/2024;Latam Site;;Rafa;1361,16
01/10/2024;07/10/2024;boleto AP1;22/36;Thais;2266,65
01/10/2024;07/10/2024;boleto AP2;22/36;Thais;1562,47
01/10/2024;07/10/2024;boleto AP3;22/36;Thais;296,66
01/11/2024;07/10/2024;boleto AP1;22/36;Rafa;2349,88
01/11/2024;07/10/2024;boleto AP2;22/36;Rafa;1571,13
01/11/2024;07/10/2024;boleto AP3;22/36;Rafa;840,59
01/11/2024;29/09/2024;Amazonprimebr;Amazon;Rafa;352,48
01/11/2024;28/09/2024;The Best Acai;Comer Fora;Rafa;1986,09
01/11/2024;08/10/2024;Recantogastrobar;Comer Fora;Rafa;1552,08
01/11/2024;22/10/2024;Maroma Express Gravata;Comer Fora;Rafa;1335,99
01/11/2024;20/10/2024;Ticketmais;Estacionamento;Rafa;2235,26
01/11/2024;16/10/2024;Dinamics Materiais El;Ferragem;Rafa;1972,55
01/11/2024;23/10/2024;Compensados Fernandes - 1/2;Ferragem;Rafa;383,43
01/11/2024;02/10/2024;Tamaviautopecas;Filtro Carro;Rafa;782,75
01/11/2024;28/09/2024;Postos Catarina;Gasolina;Rafa;624,98
01/11/2024;29/09/2024;Wc Postos Ltda;Gasolina;Rafa;1861,15
01/11/2024;29/09/2024;Postinho Br;Gasolina;Rafa;88,66
01/11/2024;06/10/2024;Posto 44;Gasolina;Rafa;1426,87
01/11/2024;06/10/2024;Posto Betrin;Gasolina;Rafa;1907,33
01/11/2024;06/10/2024;Restaurante E Lancheri;Gasolina;Rafa;2192,53
01/11/2024;13/10/2024;Posto Do Pingo;Gasolina;Rafa;858,49
01/11/2024;13/10/2024;Auto Posto Navegantes;Gasolina;Rafa;2054,04
01/11/2024;14/10/2024;Auto Posto Caseiros Lt;Gasolina;Rafa;281,03
01/11/2024;23/10/2024;Posto Dubai;Gasolina;Rafa;2116,9
01/11/2024;28/09/2024;Supermercado Rosileni;Mercado;Rafa;323,08
01/11/2024;29/09/2024;Tocadopaopadariae;Mercado;Rafa;996,23
01/11/2024;12/10/2024;Mercado Do Xuxo;Mercado;Rafa;1994,25
01/11/2024;17/10/2024;Komprao Koch Atacadist;Mercado;Rafa;379,04
01/11/2024;22/10/2024;Embalagemns Gravata;Mercado;Rafa;576,98
01/11/2024;23/10/2024;Komprao Koch Atacadist;Mercado;Rafa;1807,02
01/11/2024;28/09/2024;Supermercado Rosileni;Mercado;Rafa;1801,49
01/11/2024;20/10/2024;Mp *dalcero;Padaria;Rafa;1604,66
01/11/2024;21/10/2024;Conectcar;Pedagio;Rafa;1736,4
01/11/2024;22/10/2024;Amazon Br;vaso cheiroso;Rafa;1359,1
01/11/2024;23/10/2024;Mp *aromanatural;Velas;Rafa;633,24
01/11/2024;24/10/2024;Internet;;Rafa;867,51
01/11/2024;25/10/2024;Compras Argentina Celso;;Rafa;458,09
01/11/2024;26/10/2024;Compras Argentina Franco;;Rafa;2271,58
01/11/2024;27/10/2024;Mario Marcenaria;;Rafa;1460,56
01/11/2024;28/10/2024;Shopee *varalprati02/02;Casa Nova;Thais;1005,12
01/11/2024;26/09/2024;Sushinachos;Comer Fora;Thais;1157,7
01/11/2024;09/10/2024;Recanto Industria De P;Comer Fora;Thais;2368,47
01/11/2024;09/10/2024;Recanto Industria De P;Comer Fora;Thais;387,61
01/11/2024;27/09/2024;Padaria E Co-ct Taria;Comer Fora;Thais;1467,64
01/11/2024;11/10/2024;Recanto Indu-ct A De P;Comer Fora;Thais;1267,19
01/11/2024;09/08/2024;Mercadolivre*elleg03/03;Cuba;Thais;1530,58
01/11/2024;26/09/2024;Farmacia Sao Joao;Farmacia;Thais;50,18
01/11/2024;02/10/2024;Panvel Farmacia;Farmacia;Thais;2180,95
01/11/2024;08/10/2024;Farmacia Da -ct;Farmacia;Thais;2330,64
01/11/2024;25/09/2024;Instaladora -ct;Ferragem;Thais;1415,01
01/11/2024;25/09/2024;Instaladora -ct;Ferragem;Thais;1743,14
01/11/2024;13/10/2024;Pingo Conveniencia;Gasolina;Thais;2306,64
01/11/2024;14/10/2024;Posto Mime Fl62;Gasolina;Thais;1769,56
01/11/2024;27/09/2024;Postonavelii-ct;Gasolina;Thais;385,58
