id;data;competencia;responsavel;descricao;valor;categoria;subcategoria;tipo;observacao
277;23/12/2023;22.024;Rafa;boleto AP1 13/36;1996,75;Investimento;AP315;INVESTIMENTO;
278;23/12/2023;122.023;Thais;Gasolina;1626,66;Transporte;Gasolina;OPEX;
279;24/12/2023;22.024;Rafa;boleto AP2 13/36;1756,41;Investimento;AP315;INVESTIMENTO;
280;24/12/2023;122.023;Thais;OCV;1990,5;Moradia;Manutencao_Reparos;OPEX;
281;25/12/2023;122.023;Thais;Frigideira;2225,56;Moradia;Moveis_Eletros;CAPEX;
282;25/12/2023;22.024;Rafa;boleto AP3 13/36;848,3;Investimento;AP315;INVESTIMENTO;
283;26/12/2023;122.023;Thais;Comer fora;942,08;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
284;26/12/2023;22.024;Rafa;Aluguel;239,48;Moradia;Aluguel;OPEX;
285;27/12/2023;22.024;Rafa;Internet;1447,81;Moradia;Internet;OPEX;
286;27/12/2023;122.023;Thais;Riachuello;94,68;Vestuario;Roupas;OPEX;
287;28/12/2023;22.024;Rafa;Faxina;1166,67;Moradia;Faxina;OPEX;
288;28/12/2023;122.023;Thais;Sabonete;1358,9;Moradia;Higiene;OPEX;
289;29/12/2023;122.023;Thais;Casa Bahia (airfreyer);719,92;Moradia;Moveis_Eletros;CAPEX;
290;29/12/2023;22.024;Rafa;Mel;1479,13;Alimentacao;Mercado;OPEX;
291;30/12/2023;122.023;Thais;Alipay (fone);81,1;Pessoal;Eletronicos;CAPEX;
292;30/12/2023;22.024;Rafa;Mandolin;98,18;Moradia;Moveis_Eletros;CAPEX;
293;31/12/2023;22.024;Thais;Luz;2057,39;Moradia;Luz;OPEX;
294;31/12/2023;122.023;Thais;DSW AGROPECU-CT (BichoMimado);903,68;Pet;Pet;OPEX;
295;01/01/2024;22.024;Thais;juros Obra;322,02;Investimento;AP315;INVESTIMENTO;
296;01/01/2024;12.024;Thais;Luz;1308;Moradia;Luz;OPEX;
297;02/01/2024;12.024;Thais;juros Obra;1926,13;Investimento;AP315;INVESTIMENTO;
298;02/01/2024;22.024;Thais;Manutencao Etios 3/4;543,47;Transporte;Manutencao_Reparos;OPEX;
299;03/01/2024;12.024;Thais;Manutencao Etios 2/4;1559,11;Transporte;Manutencao_Reparos;OPEX;
300;03/01/2024;22.024;Thais;Mercado;217,94;Alimentacao;Mercado;OPEX;
301;04/01/2024;12.024;Thais;Mercado;133,95;Alimentacao;Mercado;OPEX;
302;04/01/2024;22.024;Thais;Mercado das frutas;1330,73;Alimentacao;Mercado;OPEX;
303;05/01/2024;22.024;Thais;Churras Mavi;1353,88;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
304;05/01/2024;12.024;Thais;Mercado das frutas;1595,39;Alimentacao;Mercado;OPEX;
305;06/01/2024;12.024;Thais;Casa maria;1816,6;Moradia;Moveis_Eletros;CAPEX;
306;06/01/2024;22.024;Thais;Prime;2439,75;Lazer;Assinaturas;NAO_ESSENCIAL;
307;07/01/2024;12.024;Thais;Prime;1293,17;Lazer;Assinaturas;NAO_ESSENCIAL;
308;07/01/2024;22.024;Thais;Gasolina;810,78;Transporte;Gasolina;OPEX;
309;08/01/2024;12.024;Thais;Gasolina;1988,99;Transporte;Gasolina;OPEX;
310;08/01/2024;22.024;Thais;Agromeyer;680,73;Pet;Pet;OPEX;
311;09/01/2024;22.024;Thais;Havan 2/2;1100,23;Moradia;Moveis_Eletros;CAPEX;
312;09/01/2024;12.024;Thais;Boteko Navegantes;200,75;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
313;10/01/2024;12.024;Thais;Havan 1/2;68,25;Moradia;Moveis_Eletros;CAPEX;
314;10/01/2024;22.024;Thais;Pioca Cinema;2406,81;Lazer;Passeio;NAO_ESSENCIAL;
315;11/01/2024;12.024;Thais;Amazon?;2090,77;Lazer;Assinaturas;NAO_ESSENCIAL;
316;11/01/2024;22.024;Thais;Gordinho Mimado;1741,46;Pet;Pet;OPEX;
317;12/01/2024;12.024;Thais;Fachi;1025,34;Moradia;Manutencao_Reparos;OPEX;
318;12/01/2024;22.024;Thais;Kalunga;437,37;Alimentacao;Mercado;OPEX;
319;13/01/2024;22.024;Thais;Estacionamento;395,31;Transporte;Estacionamento;OPEX;
320;13/01/2024;12.024;Thais;B12;629,36;Alimentacao;Mercado;OPEX;
321;14/01/2024;12.024;Thais;Copal;1375,32;Moradia;Manutencao_Reparos;OPEX;
322;14/01/2024;22.024;Thais;Riachuelo 3/3;1787,92;Vestuario;Roupas;OPEX;
323;15/01/2024;22.024;Thais;Comer fora;1652,19;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
324;15/01/2024;12.024;Thais;Riachuelo 2/3;703,44;Vestuario;Roupas;OPEX;
325;16/01/2024;22.024;Thais;Shoppe;2387,39;Pessoal;outros;NAO_ESSENCIAL;
326;16/01/2024;12.024;Thais;Comer fora;1846,05;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
327;17/01/2024;22.024;Thais;Bike 1/4;1388,11;Pessoal;Eletronicos;CAPEX;
328;17/01/2024;12.024;Thais;Presentes;1531,24;Pessoal;Presentes;NAO_ESSENCIAL;
329;18/01/2024;12.024;Thais;Borrifador;1051,9;Moradia;Moveis_Eletros;CAPEX;
330;18/01/2024;32.024;Rafa;boleto AP1 14/36;623,09;Investimento;AP315;INVESTIMENTO;
331;19/01/2024;32.024;Rafa;boleto AP2 14/36;893,15;Investimento;AP315;INVESTIMENTO;
332;19/01/2024;12.024;Rafa;Aluguel;1895,83;Moradia;Aluguel;OPEX;
333;20/01/2024;32.024;Rafa;boleto AP3 14/36;40,91;Investimento;AP315;INVESTIMENTO;
334;20/01/2024;12.024;Rafa;Internet;294,6;Moradia;Internet;OPEX;
335;21/01/2024;12.024;Rafa;boleto AP1 dez/36;119,78;Investimento;AP315;INVESTIMENTO;
336;21/01/2024;32.024;Rafa;Orla Bar Comer fora;106,62;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
337;22/01/2024;12.024;Rafa;boleto AP2 dez/36;2139,37;Investimento;AP315;INVESTIMENTO;
338;22/01/2024;32.024;Rafa;Aluguel;1760,63;Moradia;Aluguel;OPEX;
339;23/01/2024;12.024;Rafa;Pizzaria Canoense;1188,06;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
340;23/01/2024;32.024;Rafa;Internet;249,1;Moradia;Internet;OPEX;
341;23/01/2024;12.024;Rafa;Conectcar;1231,58;Transporte;Pedagio;OPEX;
342;24/01/2024;32.024;Rafa;Faxina;1186,31;Moradia;Faxina;OPEX;
343;24/01/2024;12.024;Rafa;Conectcar;437,14;Transporte;Pedagio;OPEX;
344;24/01/2024;12.024;Rafa;Agromeyer;1087,46;Pet;Pet;OPEX;
345;25/01/2024;12.024;Rafa;Pizzaria Canoense;999,27;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
346;25/01/2024;12.024;Rafa;Whey;1541,55;Alimentacao;Mercado;OPEX;
347;25/01/2024;32.024;Rafa;Pedagio;1589,56;Transporte;Pedagio;OPEX;
348;26/01/2024;12.024;Rafa;Faxina;118,03;Moradia;Faxina;OPEX;
349;26/01/2024;32.024;Rafa;Gasolina;939,66;Transporte;Gasolina;OPEX;
350;26/01/2024;12.024;Rafa;IPVA;1566,52;Transporte;IPVA/Seguro;OPEX;
351;27/01/2024;32.024;Rafa;Mercado Koch;1260,32;Alimentacao;Mercado;OPEX;
352;28/01/2024;32.024;Thais;Luz;2141,94;Moradia;Luz;OPEX;
353;29/01/2024;32.024;Thais;juros Obra;1648,44;Investimento;AP315;INVESTIMENTO;
354;30/01/2024;32.024;Thais;Manutencao Etios 4/4;411,52;Transporte;Manutencao_Reparos;OPEX;
355;31/01/2024;32.024;Thais;Mercado;181,07;Alimentacao;Mercado;OPEX;
356;01/02/2024;32.024;Thais;Mercado das frutas;1607,84;Alimentacao;Mercado;OPEX;
357;02/02/2024;32.024;Thais;Passagem 1/2;71,15;Lazer;Viagem_EURO_2024;NAO_ESSENCIAL;
358;03/02/2024;32.024;Thais;Prime;1466,51;Lazer;Assinaturas;NAO_ESSENCIAL;
359;04/02/2024;32.024;Thais;Gasolina;2350,87;Transporte;Gasolina;OPEX;
360;05/02/2024;32.024;Thais;Troca oleo 1/2;1440,81;Transporte;Manutencao_Reparos;OPEX;
361;06/02/2024;32.024;Thais;Compras casa atacado 1/2;973,48;Moradia;Moveis_Eletros;CAPEX;
362;07/02/2024;32.024;Thais;Comer fora;1610;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
363;08/02/2024;32.024;Thais;Shoppe;1148,34;Pessoal;outros;NAO_ESSENCIAL;
364;09/02/2024;32.024;Thais;Trava Bike1/2;1366,31;Pessoal;outros;NAO_ESSENCIAL;
365;10/02/2024;32.024;Thais;Farmacia;2353,95;Saude;Farmácia;BEM_ESTAR;
366;11/02/2024;42.024;Rafa;boleto AP1 15/36;968,33;Investimento;AP315;INVESTIMENTO;
367;12/02/2024;42.024;Rafa;boleto AP2 15/36;2403,17;Investimento;AP315;INVESTIMENTO;
368;13/02/2024;42.024;Rafa;boleto AP3 15/36;2263,85;Investimento;AP315;INVESTIMENTO;
369;14/02/2024;42.024;Rafa;Aluguel;493,5;Moradia;Aluguel;OPEX;
370;15/02/2024;42.024;Rafa;Internet;178,06;Moradia;Internet;OPEX;
371;16/02/2024;42.024;Rafa;Faxina;256,44;Moradia;Faxina;OPEX;
372;17/02/2024;42.024;Rafa;geladeira;50,46;Moradia;Moveis_Eletros;CAPEX;
373;18/02/2024;42.024;Rafa;Estante;240,64;Moradia;Moveis_Eletros;CAPEX;
374;19/02/2024;42.024;Rafa;racao gordo;1709,1;Pet;Pet;OPEX;
375;20/02/2024;42.024;Rafa;OCV;182,62;Moradia;Manutencao_Reparos;OPEX;
376;21/02/2024;42.024;Rafa;Mercado das fruta;800,84;Alimentacao;Mercado;OPEX;
377;22/02/2024;42.024;Thais;Luz;2112,96;Moradia;Luz;OPEX;
378;23/02/2024;42.024;Thais;Juro Obra;63,06;Investimento;AP315;INVESTIMENTO;
379;24/02/2024;42.024;Thais;Mercado das frutas;2037,1;Alimentacao;Mercado;OPEX;
380;25/02/2024;42.024;Thais;Mercado;708,23;Alimentacao;Mercado;OPEX;
381;26/02/2024;42.024;Thais;Troca oleo 2/2;299,82;Transporte;Manutencao_Reparos;OPEX;
382;27/02/2024;42.024;Thais;Trava Bike 2/2;1743,36;Pessoal;outros;NAO_ESSENCIAL;
383;28/02/2024;42.024;Thais;Estacionamento;1574,21;Transporte;Estacionamento;OPEX;
384;29/02/2024;42.024;Thais;Comer fora;2194,29;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
385;01/03/2024;42.024;Thais;Prime;1839;Lazer;Assinaturas;NAO_ESSENCIAL;
386;02/03/2024;42.024;Thais;Banca 12;2009,68;Alimentacao;Mercado;OPEX;
387;03/03/2024;42.024;Thais;Gas;708,68;Moradia;Gas;OPEX;
388;04/03/2024;42.024;Thais;Gassolina;447,71;Transporte;Gasolina;OPEX;
389;05/03/2024;42.024;Thais;Meia do Dudu;1877,78;Pessoal;Presentes;NAO_ESSENCIAL;
390;06/03/2024;42.024;Thais;Mega POA;2018,05;Moradia;Moveis_Eletros;CAPEX;
391;07/03/2024;42.024;Thais;Hermes;2476,31;Moradia;Moveis_Eletros;CAPEX;
392;08/03/2024;42.024;Thais;Acai;1034,48;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
393;09/03/2024;42.024;Thais;Whey;933,19;Alimentacao;Mercado;OPEX;
394;10/03/2024;42.024;Thais;Compras casa atacado 2/2;1942,15;Moradia;Moveis_Eletros;CAPEX;
395;11/03/2024;42.024;Thais;OCV;855,3;Moradia;Manutencao_Reparos;OPEX;
396;12/03/2024;42.024;Thais;Passagem 1/2;2327,24;Lazer;Viagem_EURO_2024;NAO_ESSENCIAL;
397;13/03/2024;42.024;Thais;Suporte gass;2146,74;Moradia;Manutencao_Reparos;OPEX;
398;14/03/2024;42.024;Thais;Papel de parede;1075,34;Moradia;Moveis_Eletros;CAPEX;
399;15/03/2024;52.024;Rafa;boleto AP1 16/36;1878,42;Investimento;AP315;INVESTIMENTO;
400;16/03/2024;52.024;Rafa;boleto AP2 16/36;1887,58;Investimento;AP315;INVESTIMENTO;
401;17/03/2024;52.024;Rafa;boleto AP3 16/36;262,29;Investimento;AP315;INVESTIMENTO;
402;18/03/2024;52.024;Rafa;Aluguel;2256,87;Moradia;Aluguel;OPEX;
403;19/03/2024;52.024;Rafa;Internet;1265,6;Moradia;Internet;OPEX;
404;20/03/2024;52.024;Rafa;Faxina;2067,01;Moradia;Faxina;OPEX;
405;21/03/2024;52.024;Rafa;Manutencao Seu Paulo;803,52;Moradia;Manutencao_Reparos;OPEX;
406;22/03/2024;52.024;Rafa;Vacina Gordo;2239,33;Pet;Pet;OPEX;
407;23/03/2024;52.024;Rafa;Capo Pizzaria;976,06;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
408;24/03/2024;52.024;Rafa;Lavagem Carro;32,04;Transporte;Manutencao_Reparos;OPEX;
409;25/03/2024;52.024;Thais;Luz;2263,93;Moradia;Luz;OPEX;
410;26/03/2024;52.024;Thais;Juro Obra;232,76;Investimento;AP315;INVESTIMENTO;
411;27/03/2024;52.024;Thais;Mercado das frutas;801,69;Alimentacao;Mercado;OPEX;
412;28/03/2024;52.024;Thais;Mercado;2375,4;Alimentacao;Mercado;OPEX;
413;29/03/2024;52.024;Thais;Whey;2376,76;Alimentacao;Mercado;OPEX;
414;30/03/2024;52.024;Thais;Amazon???;1435,73;Alimentacao;Mercado;OPEX;
415;31/03/2024;52.024;Thais;Estacionamento;1581,43;Transporte;Estacionamento;OPEX;
416;01/04/2024;52.024;Thais;Comer fora;1123,87;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
417;02/04/2024;52.024;Thais;Prime;736,56;Lazer;Assinaturas;NAO_ESSENCIAL;
418;03/04/2024;52.024;Thais;Tamavi;825,02;Transporte;Manutencao_Reparos;OPEX;
419;04/04/2024;52.024;Thais;Gassolina;1682,93;Transporte;Gasolina;OPEX;
420;05/04/2024;52.024;Thais;Farmacia;1882,17;Saude;Farmácia;BEM_ESTAR;
421;06/04/2024;52.024;Thais;OCV;1979,99;Moradia;Manutencao_Reparos;OPEX;
422;07/04/2024;62.024;Rafa;boleto AP1 17/36;1975,1;Investimento;AP315;INVESTIMENTO;
423;08/04/2024;62.024;Rafa;boleto AP2 17/36;232,56;Investimento;AP315;INVESTIMENTO;
424;09/04/2024;62.024;Rafa;boleto AP3 17/36;1238,58;Investimento;AP315;INVESTIMENTO;
425;10/04/2024;62.024;Rafa;Aluguel;148,61;Moradia;Aluguel;OPEX;
426;11/04/2024;62.024;Rafa;Internet;1376,07;Moradia;Internet;OPEX;
427;12/04/2024;62.024;Rafa;Faxina casa andre;1106,62;Moradia;Faxina;OPEX;
428;13/04/2024;62.024;Rafa;Estacionamento Tamara;2219,82;Transporte;Estacionamento;OPEX;
429;14/04/2024;62.024;Rafa;Pedagios;880,53;Transporte;Pedagio;OPEX;
430;15/04/2024;62.024;Rafa;Posto gasolina;297,08;Transporte;Gasolina;OPEX;
431;16/04/2024;62.024;Rafa;Panvel;361,76;Saude;Farmácia;BEM_ESTAR;
432;17/04/2024;62.024;Thais;Mercado;1904,97;Alimentacao;Mercado;OPEX;
433;18/04/2024;62.024;Thais;Mercado das frutas;1547,45;Alimentacao;Mercado;OPEX;
434;19/04/2024;62.024;Thais;Creatina;257,3;Alimentacao;Mercado;OPEX;
435;20/04/2024;62.024;Thais;Whey;214,85;Alimentacao;Mercado;OPEX;
436;21/04/2024;62.024;Thais;Conserto aspirador;1753,92;Moradia;Manutencao_Reparos;OPEX;
437;22/04/2024;62.024;Thais;Gasolina;186,54;Transporte;Gasolina;OPEX;
438;23/04/2024;62.024;Thais;Amazon Prime;2055,54;Lazer;Assinaturas;NAO_ESSENCIAL;
439;24/04/2024;62.024;Thais;Lavanderia;1767,07;Pessoal;outros;NAO_ESSENCIAL;
440;25/04/2024;62.024;Thais;Casa Londres;207,97;Moradia;Moveis_Eletros;CAPEX;
441;26/04/2024;62.024;Thais;Aspirador 1/2;216,67;Moradia;Moveis_Eletros;CAPEX;
442;27/04/2024;62.024;Thais;Promove EPI 1/2;2466,67;Moradia;Higiene;OPEX;
443;28/04/2024;62.024;Thais;CAPPTA *LUCI-CT HOLZ W;938,81;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
444;29/04/2024;62.024;Thais;EDMUNDO ALEX-CT RO FE;929,75;Vestuario;Roupas;OPEX;
445;30/04/2024;62.024;Thais;Banca 12;2032,93;Alimentacao;Mercado;OPEX;
446;01/05/2024;62.024;Thais;Xis no Andre;2368,39;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
447;02/05/2024;62.024;Thais;Viagem;2465,07;Lazer;Viagens;NAO_ESSENCIAL;
448;03/05/2024;62.024;Thais;Juros Obra;1884,68;Investimento;AP315;INVESTIMENTO;
449;14/05/2024;72.024;Thais;Lematec - As-ct En02/02 Casa Nova;943,77;Moradia;Moveis_Eletros;CAPEX;
450;22/05/2024;72.024;Thais;Promove Casa;213,33;Moradia;Higiene;OPEX;
451;24/05/2024;72.024;Thais;Pag*autopost-ct Za Gasolina;1943,98;Transporte;Gasolina;OPEX;
452;25/05/2024;72.024;Thais;Pag*girassol Gasolina;1398,22;Transporte;Gasolina;OPEX;
453;25/05/2024;72.024;Thais;Free Way -ct Gasolina;1063,43;Alimentacao;Mercado;OPEX;
454;26/05/2024;72.024;Thais;Supermercado Viezzer Mercado;2266,35;Alimentacao;Mercado;OPEX;
455;28/05/2024;72.024;Thais;Rdvariedades-ct Casa;282,44;Saude;Farmácia;BEM_ESTAR;
456;28/05/2024;72.024;Thais;Pag*soundvet Gordo;1234,1;Pet;Pet;OPEX;
457;29/05/2024;72.024;Thais;Amazonprimebr Internet;33,33;Lazer;Assinaturas;NAO_ESSENCIAL;
458;29/05/2024;72.024;Thais;Metropolitano Comercio Gasolina;1174,31;Transporte;Gasolina;OPEX;
459;29/05/2024;72.024;Thais;Pag*supermercadoda Mercado;145,48;Alimentacao;Mercado;OPEX;
460;01/06/2024;72.024;Thais;Farmacia Sao Joao Farmacia;301,45;Saude;Farmácia;BEM_ESTAR;
461;01/06/2024;72.024;Thais;52.773.294 Edna Fani Comer Fora;298,23;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
462;03/06/2024;72.024;Thais;Casa Maria Casa;1624,78;Moradia;Moveis_Eletros;CAPEX;
463;03/06/2024;72.024;Rafa;Metropolitano Gasolina;1866,38;Transporte;Gasolina;OPEX;
464;03/06/2024;72.024;Thais;Mercado Righ-ct Mercado;1460,51;Alimentacao;Mercado;OPEX;
465;04/06/2024;82.024;Thais;Farmacia Sao Joao Casa;2405,62;Saude;Farmácia;BEM_ESTAR;
466;04/06/2024;72.024;Thais;Pag*elporten-ct Comer Fora;940,3;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
467;04/06/2024;72.024;Thais;Ferragem Moi-ct Casa;717,85;Moradia;Manutencao_Reparos;OPEX;
468;04/06/2024;72.024;Thais;Areatec Tecnologia E S Casa;2172,15;Alimentacao;Mercado;OPEX;
469;04/06/2024;72.024;Thais;Pet Center C-ct S Gordo;562,87;Pet;Pet;OPEX;
470;05/06/2024;72.024;Thais;Metropolitan-ct Mercio Gasolina;2408,24;Transporte;Gasolina;OPEX;
471;05/06/2024;72.024;Thais;Animal Farma-ct Ma01/02 Gordo;35,33;Pet;Pet;OPEX;
472;07/06/2024;72.024;Thais;Copal Parafu-ct Casa Nova;2424,85;Moradia;Manutencao_Reparos;OPEX;
473;07/06/2024;72.024;Thais;Davol*davol Remedio Gordo 01/02 Gordo;112,68;Pet;Pet;OPEX;
474;09/06/2024;72.024;Thais;Monumento -ct;2228,4;Transporte;Estacionamento;OPEX;
475;10/06/2024;72.024;Rafa;Torradeira Casa Nova;1321,61;Moradia;Moveis_Eletros;CAPEX;
476;12/06/2024;72.024;Thais;Newport Come-ct L De Comer Fora;2482,45;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
477;12/06/2024;72.024;Thais;Iof Compra Internaciona iof;189,12;Lazer;Viagem_EURO_2024;NAO_ESSENCIAL;
478;12/06/2024;72.024;Thais;Zp *black01/02 Corta Vento;1386,87;Vestuario;Roupas;OPEX;
479;13/06/2024;72.024;Thais;Htm*posinpbe 01/12 Pos Eslao;2423,41;Educacao;Cursos;FORMACAO;
480;13/06/2024;102.024;Rafa;Htm*posinpbe 04/12 Pos;1310,13;Educacao;Cursos;FORMACAO;
481;13/06/2024;112.024;Thais;Htm*posinpbe 05/12 Pos;1575,35;Educacao;Cursos;FORMACAO;
482;13/06/2024;122.024;Rafa;Htm*posinpbe 06/12 Pos;1740,89;Educacao;Cursos;FORMACAO;
483;13/06/2024;12.025;Thais;Htm*posinpbe 07/12 Pos;1139,08;Educacao;Cursos;FORMACAO;
484;13/06/2024;22.025;Thais;Htm*posinpbe 08/12 Pos;1570,76;Educacao;Cursos;FORMACAO;
485;14/06/2024;22.025;Thais;Juros Obra;1462,86;Investimento;AP315;INVESTIMENTO;
486;16/06/2024;72.024;Rafa;Rodosnack Comer Fora;2253,39;Investimento;AP315;INVESTIMENTO;
487;16/06/2024;72.024;Rafa;Nova Roma Comer Fora;118,39;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
488;16/06/2024;72.024;Rafa;Metropolitano Gasolina;706;Transporte;Gasolina;OPEX;
489;16/06/2024;72.024;Thais;Posto Sao Domingos Gasolina;2376,28;Transporte;Gasolina;OPEX;
490;17/06/2024;72.024;Thais;Pag*instalad-ct Chuveiro Casa Nova;2226,21;Moradia;Moveis_Eletros;CAPEX;
491;17/06/2024;72.024;Rafa;pag*maiconrafaelkorc Comer Fora;1141,86;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
492;17/06/2024;72.024;Rafa;Pao Doce Comer Fora;1552,23;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
493;17/06/2024;72.024;Rafa;Mercado Gd Mercado;697,07;Alimentacao;Mercado;OPEX;
494;18/06/2024;92.024;Thais;Lava e Seca 3/8 Casa nova;474,36;Moradia;Moveis_Eletros;CAPEX;
495;18/06/2024;72.024;Thais;Ponto F*ponto Frio01/08 Casa Nova;1161,93;Moradia;Moveis_Eletros;CAPEX;
496;18/06/2024;102.024;Rafa;Ponto F*ponto Frio04/08 Maquina lava;886,61;Moradia;Moveis_Eletros;CAPEX;
497;18/06/2024;112.024;Thais;Ponto F*ponto Frio05/08 Maquina de lavar;1461,22;Moradia;Moveis_Eletros;CAPEX;
498;18/06/2024;122.024;Rafa;Ponto F*ponto Frio06/08 Maquina de lavar;198,95;Moradia;Moveis_Eletros;CAPEX;
499;18/06/2024;22.025;Thais;Ponto F*ponto Frio08/08 Maquina de lavar;2436,12;Moradia;Moveis_Eletros;CAPEX;
500;18/06/2024;72.024;Thais;Naturall -ct Mercado;2465,6;Moradia;Higiene;OPEX;
501;19/06/2024;92.024;Thais;Bazar HD 3/3 Casa nova;1746,91;Moradia;Moveis_Eletros;CAPEX;
502;19/06/2024;72.024;Thais;Pag*atrativa-ct Se Casa Nova;1342,56;Moradia;Moveis_Eletros;CAPEX;
503;19/06/2024;72.024;Thais;Alex Agropec-ct A Casa Nova;777,27;Pet;Pet;OPEX;
504;19/06/2024;72.024;Thais;Drogaria Abner Ltda Gordo;2035,42;Pet;Pet;OPEX;
505;20/06/2024;92.024;Thais;Cortina rolo 2/2 Casa nova;1713,4;Moradia;Moveis_Eletros;CAPEX;
506;20/06/2024;72.024;Rafa;Forno Embutir Casa Nova;410,73;Moradia;Moveis_Eletros;CAPEX;
507;20/06/2024;72.024;Thais;Pag*luizamod-ct Mos Torradeira Casa Nova;2277,76;Moradia;Moveis_Eletros;CAPEX;
508;20/06/2024;72.024;Rafa;Ferry Boat Gasolina;2057,23;Transporte;Pedagio;OPEX;
509;21/06/2024;92.024;Thais;Hub Fin*magazinelu02/03 Casa Nova;2374,75;Moradia;Moveis_Eletros;CAPEX;
510;21/06/2024;72.024;Rafa;Roupeiro Casa Nova;1815,67;Moradia;Moveis_Eletros;CAPEX;
511;21/06/2024;72.024;Thais;Posto Fl 34 -ct Gasolina;1535,47;Transporte;Gasolina;OPEX;
512;22/06/2024;92.024;Thais;Britania Eletronic02/02 Casa Nova;1048,52;Moradia;Moveis_Eletros;CAPEX;
513;22/06/2024;72.024;Thais;Hiper Difere-ct 01/03 Casa Nova;2332,16;Moradia;Moveis_Eletros;CAPEX;
514;22/06/2024;82.024;Thais;Hiper Difere-ct 02/03 Casa Nova;2165,83;Moradia;Moveis_Eletros;CAPEX;
515;23/06/2024;92.024;Thais;Hub Fin*magazineluiza Casa Nova;117,82;Moradia;Moveis_Eletros;CAPEX;
516;23/06/2024;72.024;Rafa;Frete Mikael Casa Nova;70,79;Moradia;Manutencao_Reparos;OPEX;
517;24/06/2024;92.024;Thais;Central Bald-ct Casa Nova;944,28;Moradia;Moveis_Eletros;CAPEX;
518;24/06/2024;72.024;Rafa;Limpeza do carro Carro;2027,33;Transporte;Manutencao_Reparos;OPEX;
519;25/06/2024;92.024;Thais;Dinamics Mat-ct Is El Casa Nova;2468,25;Moradia;Moveis_Eletros;CAPEX;
520;25/06/2024;102.024;Rafa;Hub Fin*magazinelu03/03 Casa NOva;380,29;Moradia;Moveis_Eletros;CAPEX;
521;25/06/2024;72.024;Rafa;Whey Max Mercado;1487,36;Alimentacao;Mercado;OPEX;
522;26/06/2024;92.024;Thais;Dinamics Mat-ct Is El Casa Nova;955,32;Moradia;Moveis_Eletros;CAPEX;
523;27/06/2024;82.024;Thais;Pag*pizzastb-ct Comer Fora;2424,94;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
524;27/06/2024;92.024;Thais;Over Arte Co-ct Io De Casa Nova;2106,09;Moradia;Manutencao_Reparos;OPEX;
525;27/06/2024;72.024;Rafa;Presidente PAF Casa Nova;2096,63;Moradia;Manutencao_Reparos;OPEX;
526;27/06/2024;72.024;Rafa;Rede Top Mercado;1174,39;Alimentacao;Mercado;OPEX;
527;28/06/2024;92.024;Thais;Dinamics Mat-ct Is El Casa Nova;1039,97;Moradia;Moveis_Eletros;CAPEX;
528;28/06/2024;82.024;Thais;Pag*postonav-ct I Gasolina;687,15;Transporte;Gasolina;OPEX;
529;29/06/2024;82.024;Thais;Amazonprimebr Amazon Prime;145,66;Lazer;Assinaturas;NAO_ESSENCIAL;
530;29/06/2024;82.024;Thais;Lojas Renner-ct 292 VER COM THAIS;2162,48;Pessoal;outros;NAO_ESSENCIAL;
531;29/06/2024;82.024;Thais;Dportalrestl-ct Comer Fora;2033,19;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
532;29/06/2024;92.024;Thais;Presidente C-ct P A F Casa Nova;2499,3;Moradia;Manutencao_Reparos;OPEX;
533;30/06/2024;82.024;Rafa;Compensado Fernandes;2491,61;Moradia;Moveis_Eletros;CAPEX;
534;30/06/2024;92.024;Thais;Dinamics Mat-ct Is El Casa Nova;1390,8;Moradia;Moveis_Eletros;CAPEX;
535;30/06/2024;82.024;Thais;Hotel Da Bar-ct Comer Fora;1923,62;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
536;30/06/2024;82.024;Thais;Pizzaria Dom-ct Ilo Comer Fora;2362,19;Alimentacao;Restaurante_Delivery;NAO_ESSENCIAL;
537;30/06/2024;72.024;Thais;Casa RGS Aluguel+luz+internet;2124,87;Moradia;Luz;OPEX;
